name,sido,sigungu,address,phone,longitude,latitude
공릉2동_원자력병원점,서울특별시,노원구,서울특별시 노원구 공릉로46길 2 1층(공릉동),000-0000-0027,127.079365,37.6268078
공릉동_공릉역점,서울특별시,노원구,서울특별시 노원구 동일로 1077 (공릉동),000-0000-0028,127.072386,37.6260284
미아동_미아역5번출구점,서울특별시,강북구,"서울특별시 강북구 도봉로 187 1층 엘지유플러스 (미아동, 태근빌딩)",000-0000-0029,127.026145,37.6253985
미아동_삼양시장점,서울특별시,강북구,서울특별시 강북구 솔매로 59 (미아동),000-0000-0030,127.018726,37.6249943
갈현동_갈현초교,서울특별시,은평구,서울특별시 은평구 갈현로 259 (갈현동),000-0000-0031,126.915909,37.6201264
삼양동_솔샘시장점,서울특별시,강북구,서울특별시 강북구 솔샘로 235 (미아동),000-0000-0032,127.018872,37.6200299
장위동_북서울꿈의숲아이파크점,서울특별시,성북구,"서울특별시 성북구 돌곶이로40길 46 6동 1층 2,3호(장위동)",000-0000-0033,127.048559,37.6191028
갈현동_연신내로데오점,서울특별시,은평구,서울특별시 은평구 연서로29길 12 (갈현동),000-0000-0034,126.918855,37.6190653
대조동_연신내물빛공원점,서울특별시,은평구,서울특별시 은평구 통일로 843-2 1층 (대조동),000-0000-0035,126.921234,37.6185444
대조동_연신내역점,서울특별시,은평구,서울특별시 은평구 연서로 220 (대조동),000-0000-0036,126.920181,37.6180391
신내동_봉화산역3번출구점,서울특별시,중랑구,"서울특별시 중랑구 신내로 211 금강리빙스텔 1층 101호(신내동,금강리빙스텔아파트)",000-0000-0037,127.092878,37.6161846
월계동_석계역점,서울특별시,노원구,"서울특별시 노원구 석계로 9 1층(월계동,성문내과)",000-0000-0038,127.064391,37.6156806
월계1동_석계역점,서울특별시,노원구,서울특별시 노원구 석계로 2 (월계동),000-0000-0039,127.064776,37.615284
미아동_미아사거리역점,서울특별시,강북구,서울특별시 강북구 도봉로 45 (미아동),000-0000-0040,127.029618,37.6130812
미아동_미아사거리역3번출구점,서울특별시,강북구,서울특별시 강북구 도봉로 38-1 (미아동),000-0000-0041,127.030445,37.6124053
묵동_먹골역점,서울특별시,중랑구,서울특별시 중랑구 동일로 917 김시욱안과 1층 (묵동),000-0000-0042,127.077073,37.6121954
길음동_미아사거리이마트앞점,서울특별시,성북구,"서울특별시 성북구 도봉로 23 1층 1,2호(길음동,학동빌딩)",000-0000-0043,127.030014,37.6113693
하월곡동_방천시장입구점,서울특별시,성북구,서울특별시 성북구 오패산로 103 (하월곡동),000-0000-0044,127.034997,37.6112418
대조동_불광역점,서울특별시,은평구,서울특별시 은평구 불광로 29-1 (대조동),000-0000-0045,126.929079,37.6110082
역촌동_구산역점,서울특별시,은평구,"서울특별시 은평구 서오릉로 139 102, 103호 엘지유플러스",000-0000-0046,126.917448,37.6108294
석관동_석관시장점,서울특별시,성북구,서울특별시 성북구 돌곶이로 60 (석관동),000-0000-0047,127.05895,37.6092234
불광동_불광역2번출구점,서울특별시,은평구,서울특별시 은평구 진흥로 197 1동 1층 1호(불광동),000-0000-0048,126.931414,37.6091446
정릉동_정릉시장입구점,서울특별시,성북구,서울특별시 성북구 보국문로11길 11 1층 엘지유플러스 (정릉동),000-0000-0049,127.009231,37.6084173
길음동_길음래미안8단지점,서울특별시,성북구,"서울특별시 성북구 길음로 33 상가 A층 9호(길음동,길음뉴타운8단지아파트)",000-0000-0050,127.017963,37.6074343
신내동_신아타운점,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 194 107호 (신내동, 신아타운)",000-0000-0051,127.094904,37.6064614
석관동_래미안아트리치점,서울특별시,성북구,"서울특별시 성북구 돌곶이로8길 22 상가 주상가 106호 (석관동, 래미안아트리치)",000-0000-0052,127.063375,37.6061037
길음동_길음역7번출구점,서울특별시,성북구,"서울특별시 성북구 길음로 6 1층 (길음동, 안산부인과)",000-0000-0053,127.024202,37.6042978
길음동_롯데캐슬점,서울특별시,성북구,서울특별시 성북구 길음로 11 1층 130호 (길음동),000-0000-0054,127.023375,37.6038295
하월곡동_월곡역3번출구점,서울특별시,성북구,서울특별시 성북구 화랑로11길 8 1동 1층(하월곡동),000-0000-0055,127.041584,37.6026984
응암동_은평구청사거리점,서울특별시,은평구,서울특별시 은평구 은평로 173 1층 엘지유플러스 (응암동),000-0000-0056,126.926812,37.6015915
중화동_중화역점,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 40 1층(중화동,한훈빌딩)",000-0000-0057,127.07875,37.6013915
녹번동_녹번역점,서울특별시,은평구,서울특별시 은평구 은평로 233-1 (녹번동),000-0000-0058,126.933709,37.6011812
응암동_서부병원사거리점,서울특별시,은평구,서울특별시 은평구 응암로 323 (응암동),000-0000-0059,126.921843,37.6001738
망우동_망우사거리점,서울특별시,중랑구,"서울특별시 중랑구 망우로 420 LG유플러스 (망우동, 대원빌딩)",000-0000-0060,127.098768,37.5992053
종암동_종암주민센터점,서울특별시,성북구,서울특별시 성북구 종암로 99 (종암동),000-0000-0061,127.034109,37.5991599
역촌동_응암역점,서울특별시,은평구,서울특별시 은평구 은평로 63 (역촌동),000-0000-0062,126.914823,37.5990606
망우동_망우역점,서울특별시,중랑구,"서울특별시 중랑구 상봉로 134 삼부 1층 104호(망우동,삼부주상복합오피스텔)",000-0000-0063,127.093309,37.5980564
이문동_외대역점,서울특별시,동대문구,서울특별시 동대문구 휘경로 14 1층 엘지유플러스(이문동),000-0000-0064,127.061498,37.5956893
망우동_우림시장점,서울특별시,중랑구,서울특별시 중랑구 용마산로 497 (망우동),000-0000-0065,127.099692,37.5953393
상봉동_상봉역4번출구점,서울특별시,중랑구,"서울특별시 중랑구 면목로 481 1층 103호(상봉동,오렌지타워)",000-0000-0066,127.085661,37.5947465
중화동_중랑역점,서울특별시,중랑구,"서울특별시 중랑구 망우로 203 1층 (중화동, 동양엔파트)",000-0000-0067,127.074949,37.5939338
동선동_돈암점,서울특별시,성북구,서울특별시 성북구 동소문로 119 (동선동4가),000-0000-0068,127.01788,37.5938024
동선동1가_성신여대입구역점,서울특별시,성북구,서울특별시 성북구 동소문로20가길 4 (동선동1가),000-0000-0069,127.016884,37.5921447
동소문동_성북구청점,서울특별시,성북구,서울특별시 성북구 보문로 204 (동소문동5가),000-0000-0070,127.013555,37.5916406
회기동_회기역사거리점,서울특별시,동대문구,서울특별시 동대문구 이문로 29 (회기동),000-0000-0071,127.055923,37.5902951
응암동_응암오거리점,서울특별시,은평구,서울특별시 은평구 가좌로 227 1층 (응암동),000-0000-0072,126.916894,37.5900973
면목동_면목역점,서울특별시,중랑구,서울특별시 중랑구 면목로 414 (면목동),000-0000-0073,127.087704,37.5888976
홍제동_홍제역점,서울특별시,서대문구,서울특별시 서대문구 통일로 432-2 (홍제동),000-0000-0074,126.945621,37.5878529
응암동_대림시장점,서울특별시,은평구,서울특별시 은평구 응암로 173 1층 엘지유플러스 (응암동),000-0000-0075,126.916195,37.58752
증산동_증산역점,서울특별시,은평구,서울특별시 은평구 증산로 307 (증산동),000-0000-0076,126.909971,37.584524
명륜동_대명거리입구점,서울특별시,종로구,서울특별시 종로구 대명길 4 (명륜2가),000-0000-0077,127.001156,37.5837936
안암동5가_안암오거리점,서울특별시,성북구,"서울특별시 성북구 안암로 77 1층 LG유플러스(안암동5가,임충남치과의원)",000-0000-0078,127.029652,37.5831775
북가좌동_북가좌사거리점,서울특별시,서대문구,서울특별시 서대문구 응암로 108 (북가좌동),000-0000-0079,126.913326,37.5820849
청량리동_청량리역3번출구점,서울특별시,동대문구,서울특별시 동대문구 왕산로 209 1층 (청량리동),000-0000-0080,127.045999,37.5810101
면목동_사가정역점,서울특별시,중랑구,서울특별시 중랑구 사가정로52길 5 1층 (면목동),000-0000-0081,127.087604,37.5803654
면목동_사가정역4번출구점,서울특별시,중랑구,서울특별시 중랑구 용마산로51길 52 (면목동),000-0000-0082,127.089132,37.5803102
청량리동_금강제화점,서울특별시,동대문구,서울특별시 동대문구 왕산로 193 1층 (청량리동),000-0000-0083,127.044504,37.5802088
상암동_누리꿈점,서울특별시,마포구,"서울특별시 마포구 월드컵북로 396 100호(상암동,누리꿈스퀘어)",000-0000-0084,126.890257,37.5794165
면목동_면목시장점,서울특별시,중랑구,"서울특별시 중랑구 면목로 293 B동 1층 102호(면목동,KG TOWER)",000-0000-0085,127.086357,37.5790418
전농동_전농시장점,서울특별시,동대문구,서울특별시 동대문구 전농로 151 (전농동),000-0000-0086,127.057001,37.5783385
남가좌동_백련시장점,서울특별시,서대문구,서울특별시 서대문구 증가로 140 1층 엘지유플러스 (남가좌동),000-0000-0087,126.922002,37.5777303
내자동_경복궁점,서울특별시,종로구,서울특별시 종로구 자하문로 3 (내자동),000-0000-0088,126.972266,37.5764379
북가좌동_삼호아파트점,서울특별시,서대문구,서울특별시 서대문구 거북골로 148 1층 엘지유플러스 (북가좌동),000-0000-0089,126.913379,37.5754537
창신동_동묘역교차로점,서울특별시,종로구,서울특별시 종로구 지봉로 37-1 1층 (창신동),000-0000-0090,127.015306,37.5733143
방화동_방화사거리점,서울특별시,강서구,서울특별시 강서구 양천로 72 엘지유플러스 (방화동),000-0000-0091,126.811706,37.5731447
장안동_장안점,서울특별시,동대문구,서울특별시 동대문구 답십리로 309 (장안동),000-0000-0092,127.074701,37.5723823
창신동_동대문역2번출구점,서울특별시,종로구,서울특별시 종로구 종로 303 (창신동),000-0000-0093,127.011412,37.5720893
종로5가_종로5가역점,서울특별시,종로구,서울특별시 종로구 종로 236 (종로5가),000-0000-0094,127.003952,37.5707833
종로3가_탑골공원점,서울특별시,종로구,서울특별시 종로구 종로 117-1 (종로3가),000-0000-0095,126.990686,37.5706026
종로2가_종각역8번출구점,서울특별시,종로구,서울특별시 종로구 종로 65 1층(종로2가),000-0000-0096,126.984607,37.5704758
남가좌동_가좌역점,서울특별시,서대문구,서울특별시 서대문구 수색로 38 (남가좌동),000-0000-0097,126.914472,37.5698143
옥천동_영천시장점,서울특별시,서대문구,서울특별시 서대문구 통일로 177 1층 LG텔레콤 (옥천동),000-0000-0098,126.962806,37.5694255
신문로2가_광화문빌딩점,서울특별시,종로구,"서울특별시 종로구 새문안로 58 지하1층 (신문로2가, LG광화문빌딩)",000-0000-0099,126.971488,37.5693289
답십리동_현대시장점,서울특별시,동대문구,서울특별시 동대문구 전농로 35 (답십리동),000-0000-0100,127.056779,37.5682205
마곡동_마곡나루역1번출구점,서울특별시,강서구,"서울특별시 강서구 마곡중앙로 161-11 1층 제에이-122호(마곡동,힐스테이트에코마곡나루역)",000-0000-0101,126.826705,37.5679601
장안동_장한로사거리점,서울특별시,동대문구,서울특별시 동대문구 장한로 54 (장안동),000-0000-0102,127.067858,37.5657371
신당동_신당중앙시장점,서울특별시,중구,서울특별시 중구 퇴계로 432-1 (신당동),000-0000-0103,127.019606,37.5654751
강일동_리버파크점,서울특별시,강동구,"서울특별시 강동구 아리수로93길 9 1층(강일동,골드프라자)",000-0000-0104,127.174333,37.5652326
중곡동_골목시장점,서울특별시,광진구,서울특별시 광진구 면목로 131 (중곡동),000-0000-0105,127.080716,37.5652065
용답동_로데오점,서울특별시,성동구,서울특별시 성동구 용답중앙15길 11 (실로암약국) 1층(용답동),000-0000-0106,127.053516,37.5645279
마곡동_사이언스파크DP3(임직원용),서울특별시,강서구,"서울특별시 강서구 마곡중앙10로 30 사이언스파크 ISC동 지하1층 (마곡동, LG사이언스파크)",000-0000-0107,126.83121,37.5633807
신당동_떡볶이타운점,서울특별시,중구,서울특별시 중구 다산로 225 1층 (무학동),000-0000-0108,127.015338,37.5633763
장안동_장한평역점,서울특별시,동대문구,서울특별시 동대문구 장한로 3 (장안동),000-0000-0109,127.06455,37.5621349
도선동_왕십리역1번출구점,서울특별시,성동구,서울특별시 성동구 왕십리로 318 (도선동),000-0000-0110,127.034421,37.5621292
필동_대한극장점,서울특별시,중구,서울특별시 중구 퇴계로 220 1호 (충무로4가),000-0000-0111,126.996233,37.561512
가양동_가양대교점,서울특별시,강서구,서울특별시 강서구 화곡로 429 (가양동),000-0000-0112,126.855061,37.5615115
남대문로3가_남대문점,서울특별시,중구,서울특별시 중구 남대문로 28 (남창동),000-0000-0113,126.978746,37.5609153
행당동_한양대점,서울특별시,성동구,서울특별시 성동구 마조로 21 1층 (행당동),000-0000-0114,127.04086,37.5597846
마곡동_발산역점,서울특별시,강서구,서울특별시 강서구 강서로 381 (마곡동),000-0000-0115,126.838179,37.5595343
등촌동_등촌3동성당점,서울특별시,강서구,서울특별시 강서구 화곡로63길 139 1층 LG유플러스 신성빌딩 (등촌동),000-0000-0116,126.845344,37.5588142
창천동_신촌점,서울특별시,서대문구,"서울특별시 서대문구 연세로 27-1 1층 신촌동 (창천동, 대성빌딩)",000-0000-0117,126.936736,37.5580977
행당동_무학여고점,서울특별시,성동구,"서울특별시 성동구 고산자로 201 1층 (행당동, 세종빌딩)",000-0000-0118,127.033695,37.5580389
망원동_망원우체국점,서울특별시,마포구,서울특별시 마포구 월드컵로 103-1 (망원동),000-0000-0119,126.908205,37.5577182
동교동_홍대입구점,서울특별시,마포구,서울특별시 마포구 양화로 178-5 (동교동),000-0000-0120,126.925476,37.5576134
염창동_증미산점,서울특별시,강서구,서울특별시 강서구 양천로 583 우림블루나인 102호 유플러스 (염창동),000-0000-0121,126.864305,37.5571618
군자동_군자역점,서울특별시,광진구,서울특별시 광진구 천호대로 548 (군자동),000-0000-0122,127.078817,37.5568736
중곡동_군자역점,서울특별시,광진구,서울특별시 광진구 천호대로 573 LG유플러스 (중곡동),000-0000-0123,127.081816,37.5565923
망원동_망원역점,서울특별시,마포구,서울특별시 마포구 월드컵로 87 로얄프라자 1층 (망원동),000-0000-0124,126.909033,37.5564214
서교동_청기와사거리점,서울특별시,마포구,서울특별시 마포구 월드컵북로 7 (서교동),000-0000-0125,126.920645,37.555601
상일동_아르테온점,서울특별시,강동구,"서울특별시 강동구 고덕로 390 1층 (상일동, 유플러스(고덕아르테온아파트(상가1동)))",000-0000-0126,127.168742,37.5552037
명일동_고덕역이마트점,서울특별시,강동구,"서울특별시 강동구 동남로75길 19 1층 2호 (명일동, 명일빌딩)",000-0000-0127,127.155136,37.554123
신당동_약수시장점,서울특별시,중구,서울특별시 중구 동호로 174 (신당동),000-0000-0128,127.011715,37.5538712
화곡동_강서구청점,서울특별시,강서구,서울특별시 강서구 화곡로 322 1층 엘지유플러스 (화곡동),000-0000-0129,126.850609,37.5525321
구의동_아차산역점,서울특별시,광진구,서울특별시 광진구 천호대로 659 (구의동),000-0000-0130,127.089959,37.5522978
서계동_만리동고개점,서울특별시,용산구,서울특별시 용산구 만리재로 140-1 (서계동),000-0000-0131,126.962974,37.5517211
후암동_후암시장점,서울특별시,용산구,서울특별시 용산구 후암로30길 1 (후암동),000-0000-0132,126.977437,37.5503644
암사동_암사역점,서울특별시,강동구,"서울특별시 강동구 올림픽로 769 1층 (암사동, 삼정빌딩)",000-0000-0133,127.127153,37.5499394
등촌동_등촌역점,서울특별시,양천구,서울특별시 양천구 공항대로 562 1층(목동),000-0000-0134,126.867511,37.5490836
화곡동_우장산역점,서울특별시,강서구,"서울특별시 강서구 강서로 254 제상가동 1층 115호 (화곡동, 우장산아이파크이편한세상)",000-0000-0135,126.836879,37.548207
목동_염창역점,서울특별시,양천구,"서울특별시 양천구 목동중앙북로 73 1층 LG유플러스(목동,덕수프라자)",000-0000-0136,126.871351,37.5468535
명일동_굽은다리역점,서울특별시,강동구,"서울특별시 강동구 양재대로 1576 1층 (명일동, 삼익빌딩)",000-0000-0137,127.143408,37.5461368
성수동_성수역점,서울특별시,성동구,서울특별시 성동구 아차산로 96 신성빌딩 104호,000-0000-0138,127.054657,37.5445704
갈월동_숙대입구역점,서울특별시,용산구,서울특별시 용산구 한강대로 289 (갈월동),000-0000-0139,126.971951,37.5440472
화곡동_화곡본동시장점,서울특별시,강서구,서울특별시 강서구 화곡로 200 1층 (화곡동),000-0000-0140,126.843227,37.5433053
옥수동_옥수역점,서울특별시,성동구,서울특별시 성동구 독서당로40길 37 어울림상가 1층 엘지유플러스 (옥수동),000-0000-0141,127.018175,37.5422927
일상의틈_도화동_마포점,서울특별시,마포구,서울특별시 마포구 마포대로 67 애비뉴67 101호(도화동),000-0000-0142,126.948235,37.5417864
화곡동_화곡역7번출구점,서울특별시,강서구,서울특별시 강서구 강서로 171 (화곡동),000-0000-0143,126.839813,37.541778
화곡동_화곡역3번출구점,서울특별시,강서구,서울특별시 강서구 화곡로 176 LG유플러스 활재빌딩 (화곡동),000-0000-0144,126.841363,37.541726
자양동_건대로데오점,서울특별시,광진구,서울특별시 광진구 아차산로30길 7 1층 (자양동),000-0000-0145,127.067836,37.5403471
도화동_마포역점,서울특별시,마포구,서울특별시 마포구 도화길 10 1층 (에벤에셀) (도화동),000-0000-0146,126.947331,37.5397678
천호동_천호로데오점,서울특별시,강동구,서울특별시 강동구 천호대로157길 41 1층 (천호동),000-0000-0147,127.127509,37.5395957
자양동_건대입구역5번출구점,서울특별시,광진구,서울특별시 광진구 능동로 95 1층(자양동),000-0000-0148,127.070132,37.5395079
천호동_천호역5번출구점,서울특별시,강동구,서울특별시 강동구 천호대로 1021 (천호동),000-0000-0149,127.125731,37.538237
용문동_유스토리용문점,서울특별시,용산구,서울특별시 용산구 효창원로 98 (용문동),000-0000-0150,126.959587,37.5371058
길동_길동역점,서울특별시,강동구,"서울특별시 강동구 양재대로 1465 (길동, 마루홈타운)",000-0000-0151,127.139272,37.5368435
자양동_구의역점,서울특별시,광진구,서울특별시 광진구 아차산로 360 1층 (자양동),000-0000-0152,127.082439,37.5363105
신월동_신월사거리점,서울특별시,양천구,"서울특별시 양천구 가로공원로 105 104호 (신월동, 서문빌딩)",000-0000-0153,126.827493,37.53594
길동_길동사거리점,서울특별시,강동구,서울특별시 강동구 양재대로 1441 (길동),000-0000-0154,127.138351,37.5346822
당산동_당산역점,서울특별시,영등포구,서울특별시 영등포구 양평로 59 1층 LG U+ (당산동5가),000-0000-0155,126.899816,37.5346549
화곡동_화곡중앙시장점,서울특별시,강서구,"서울특별시 강서구 가로공원로76길 61 1층(화곡동,화곡빌딩)",000-0000-0156,126.838256,37.5343967
화곡동_까치시장점,서울특별시,강서구,서울특별시 강서구 강서로 64 1층(화곡동),000-0000-0157,126.845963,37.533425
자양동_신자양점,서울특별시,광진구,서울특별시 광진구 자양번영로 42 (자양동),000-0000-0158,127.075953,37.5333145
화곡동_남부시장점,서울특별시,강서구,서울특별시 강서구 등촌로5길 5 1층 엘지유플러스(화곡동),000-0000-0159,126.863115,37.533203
화곡동_까치산역1번출구점,서울특별시,강서구,서울특별시 강서구 강서로 52 (화곡동),000-0000-0160,126.846678,37.5324709
화곡동_까치산역3번출구점,서울특별시,강서구,서울특별시 강서구 강서로 45 1층 (화곡동),000-0000-0161,126.846385,37.5317587
화곡동_목동사거리점,서울특별시,강서구,서울특별시 강서구 등촌로 17 (화곡동),000-0000-0162,126.86348,37.5315637
성내동_둔촌역점,서울특별시,강동구,"서울특별시 강동구 양재대로 1371 (성내동,둔촌빌딩)",000-0000-0163,127.135897,37.5287564
신사동_압구정역점,서울특별시,강남구,서울특별시 강남구 압구정로 218 1층(신사동),000-0000-0164,127.031159,37.5282887
목동_현대목동CBS점,서울특별시,양천구,서울특별시 양천구 목동서로 159-1 1층(목동),000-0000-0165,126.874868,37.5282878
여의도동_트윈타워점,서울특별시,영등포구,서울특별시 영등포구 여의대로 128 서관 2층(여의도동),000-0000-0166,126.929748,37.5281446
성내동_둔촌시장점,서울특별시,강동구,"서울특별시 강동구 양재대로 1355 1층 4호(성내동,오스카빌딩)",000-0000-0167,127.135532,37.5273873
당산동_영등포구청점,서울특별시,영등포구,"서울특별시 영등포구 당산로 136-1 1층 (당산동3가, 일흥빌딩)",000-0000-0168,126.897111,37.5267508
신정동_목동역점,서울특별시,양천구,서울특별시 양천구 목동로 201 1층 목동역 2번출구앞 (신정동),000-0000-0169,126.863931,37.5263654
신정동_신정역점,서울특별시,양천구,서울특별시 양천구 오목로 193 1층(신정동),000-0000-0170,126.858842,37.5256116
신사동_압구정점,서울특별시,강남구,서울특별시 강남구 압구정로 144 (신사동),000-0000-0171,127.024585,37.5249385
신월동_신월7동점,서울특별시,양천구,서울특별시 양천구 지양로 73 (신월동),000-0000-0172,126.833543,37.5219654
신정동_신정네거리역2번출구점,서울특별시,양천구,서울특별시 양천구 신월로 282 (신정동),000-0000-0173,126.85212,37.5210262
영등포동_영등포시장점,서울특별시,영등포구,서울특별시 영등포구 영중로 52-1 (영등포동5가),000-0000-0174,126.90514,37.5208561
여의도동_아일렉스점,서울특별시,영등포구,"서울특별시 영등포구 의사당대로 108 105호 (여의도동, 아일렉스)",000-0000-0175,126.923952,37.5204645
신정동_신정네거리역4번출구점,서울특별시,양천구,서울특별시 양천구 중앙로 258 (신정동),000-0000-0176,126.853469,37.5194332
문래동_문래힐스테이트점,서울특별시,영등포구,"서울특별시 영등포구 선유로 59 1층 101호 102호(문래동6가,문래아카데미)",000-0000-0177,126.888943,37.519256
이촌동_이촌점,서울특별시,용산구,"서울특별시 용산구 이촌로 248 31동 102호 (이촌동, 한강맨션)",000-0000-0178,126.975286,37.5192255
문래동_문래점,서울특별시,영등포구,"서울특별시 영등포구 문래로 92 103호(문래동3가,대소빌딩)",000-0000-0179,126.89219,37.519214
영등포동_타임스퀘어점,서울특별시,영등포구,서울특별시 영등포구 영중로 22 (신세계 백화점 맞은편 금강제화 바로 옆 (영등포동3가),000-0000-0180,126.905935,37.5183249
신월동_신곡시장점,서울특별시,양천구,"서울특별시 양천구 신월로 164 승일뷰티타워2 1층 105호(신월동,승일뷰티타워2)",000-0000-0181,126.841991,37.5176883
신천동_잠실역9번출구점,서울특별시,송파구,"서울특별시 송파구 올림픽로 329 종합상가 1층 128,129호(신천동,잠실 르엘아파트)",000-0000-0182,127.106874,37.5173253
논현동_강남구청역,서울특별시,강남구,"서울특별시 강남구 학동로 337 1층 (논현동, H타워)",000-0000-0183,127.039808,37.5170147
영등포동_영등포역점,서울특별시,영등포구,서울특별시 영등포구 영신로19길 5 (영등포동),000-0000-0184,126.907286,37.5143166
노량진동_노량진컵밥거리점,서울특별시,동작구,서울특별시 동작구 노량진로 162 (노량진동),000-0000-0185,126.943901,37.513367
삼성1동_코엑스점,서울특별시,강남구,"서울특별시 강남구 영동대로 513 지하1층 J110호(삼성동,코엑스)",000-0000-0186,127.058796,37.512502
신길동_대신시장점,서울특별시,영등포구,서울특별시 영등포구 도신로 229 (신길동),000-0000-0187,126.916484,37.5121791
문정동_방이시장점,서울특별시,송파구,"서울특별시 송파구 백제고분로 466 1층 (방이동, 세나빌딩)",000-0000-0188,127.113551,37.5119311
잠원동_잠원역점,서울특별시,서초구,"서울특별시 서초구 잠원로4길 50 잠원역메이플프라자동 1층 2-111호(잠원동,메이플 자이 근린생활시설)",000-0000-0189,127.012354,37.5116415
일상의틈_잠실동_잠실새내역4번출구점,서울특별시,송파구,"서울특별시 송파구 올림픽로 124 1~2층(잠실동,환산빌딩)",000-0000-0190,127.084312,37.5113606
잠실동_잠실새내새마을시장점,서울특별시,송파구,"서울특별시 송파구 석촌호수로 74 1층 101-1호(잠실동,잠실엘타워)",000-0000-0191,127.085419,37.5098732
신도림동_신도림역점,서울특별시,구로구,서울특별시 구로구 경인로 661 LG유플러스 (롯데리아 옆),000-0000-0192,126.888347,37.509831
반포동_논현역4번출구점,서울특별시,서초구,"서울특별시 서초구 강남대로 523 1층 102호(반포동,성창빌딩)",000-0000-0193,127.022035,37.508766
흑석동_중앙대점,서울특별시,동작구,서울특별시 동작구 흑석로 110-1 (흑석동),000-0000-0194,126.961447,37.5082655
역삼동_선릉역7번출구점,서울특별시,강남구,서울특별시 강남구 선릉로 507 1동 1층(역삼동),000-0000-0195,127.04851,37.5050013
상도동_장승배기역3번출구점,서울특별시,동작구,"서울특별시 동작구 상도로 174 1층(상도동,동서남북빌딩)",000-0000-0196,126.938377,37.5042911
